id,name,city_id,pincode,latitude,longitude,phone_no,status,user_id,default_image_file_name,default_image_content_type,default_image_file_size,default_image_updated_at,address,areahop_id,neighborhood,state,website,business_email
4001,"8C Super Market",1,560102,12.917534,77.650457,"+91 9731888649",1,86,thumb_IMG_6282_1024.jpg,image/jpeg,159063,"2016-02-12 18:01:39","24th Main Rd, Sector 2 C, Sector 1",NULL,"HSR Layout",NULL,,
4002,"154 Breakfast Club",1,560095,12.936915,77.640726,8049652862,1,0,NULL,NULL,NULL,NULL,"154, 8th Main Road, 3rd Block, Bangalore",NULL,Koramangala,NULL,,
4003,"Natural Ice Cream",1,560034,12.930091,77.633149,,1,87,NULL,NULL,NULL,NULL,"1021, 80 Feet Road, 1st Block",NULL,Koramangala,NULL,,
4004,Cinnamon,1,560102,12.908136,77.647608,08049653542,1,87,NULL,NULL,NULL,NULL,"78 Ground Floor, Right Wing, 11th Main, 14th Cross",NULL,"HSR Layout",NULL,,
4005,"Sumangal - Taste of Purity",1,560102,12.913771,77.629270,8041150976,1,0,thumb_IMG_6381_1024.jpg,image/jpeg,355137,"2016-02-20 11:02:41","Liss Arcade, 149/A 5th Main Road, Sector 6",NULL,"HSR Layout",NULL,,
4006,"BHiVE Workspace",1,560102,12.915827,77.626137,"+91 80-88822364",1,86,NULL,NULL,NULL,NULL,"L 148, 5th Main Rd, Block-6",NULL,"HSR Layout",NULL,www.bhiveworkspace.com/reserve-space/,sales@bhiveworkspace.com
4007,"Arusuvai Arasu Madhuram",1,560078,12.898773,77.576409,"+91 9900162288",1,86,image.jpg,image/jpeg,439693,"2016-02-25 16:42:16","149, Food Days Complex, 1st Floor, 5th Main Road, Sector 6",NULL,"HSR Layout",NULL,,
4018,Bhukkad,1,560034,12.924812,77.633711,"+91 8040 913063",1,0,NULL,NULL,NULL,NULL,"387, 1st Cross, 4th Block, 80 Feet Road",NULL,Koramangala,NULL,www.thebhukkad.com/,
4019,"Safha Fresh",1,560102,12.911862,77.644592,"+91 9591141778",1,93,image.jpeg,image/jpeg,2774069,"2016-02-27 10:56:04","1312, 2nd Sector",NULL,"HSR Layout",NULL,,
4020,"Rajeshwar Home Appliances",1,560102,12.908136,77.647608,"+91 9844741083",1,93,image.jpeg,image/jpeg,2659047,"2016-02-27 12:02:34","64, 24th Main Road, 2nd Sector",NULL,"HSR Layout",NULL,,
4849,"University of Agricultural Sciences",1,560065,13.093580,77.577853,,1,0,NULL,NULL,NULL,NULL,"GKVK Campus Rd, Yashoda Nagar",24d18d01-03e043fe-4f7d5b-1456832634,Yelahanka,Karnataka,NULL,NULL
4902,"Gold's Gym",1,560001,12.976594,77.599271,"080 4242 0606",1,0,NULL,NULL,NULL,NULL,"2631, 27th Main Road, 1st Sector",6991471d-d4670484-82728d-1456833054,"HSR Layout",Karnataka,NULL,NULL
5011,"Hot Tracks",1,560025,12.971559,77.606185,"080 2221 3179",1,0,NULL,NULL,NULL,NULL,"6 Cotton's Complex 15, Residency Road",3918eb4b-bea23ee5-b3330f-1456833086,"Residency Road",Karnataka,NULL,NULL
5109,"Affinity International",1,560095,12.936915,77.640726,080-22067735,1,0,NULL,NULL,NULL,NULL,"1st Floor, The Forum Mall, Hosur Main Road, ",e41f880d-ee990761-2ebb61-1457176020,Koramangala,Karnataka,www.affinityinternatiol.com,NULL
5110,"Affinity International",1,560080,13.010303,77.579602,080-40896600,1,0,NULL,NULL,NULL,NULL,"8th Main, 5th Cross, Sadashivanagar, near Food World, Bangalore",119a8c45-be68e1ae-8c825f-1457176021,Sadashivanagar,Karnataka,www.affinityinternatiol.com,NULL
5111,"Affinity International",1,560066,12.959719,77.747782,080-40961391,1,0,NULL,NULL,NULL,NULL,"2nd floor, Forum Value Mall, 62, Whitefield Main Rd",53382e36-91e1c09a-a94577-1457176021,Whitefield,Karnataka,www.affinityinternatiol.com,NULL
5112,"Affinity International",1,560076,12.884510,77.603552,080-25125199,1,0,NULL,NULL,NULL,NULL,"4, Royal Meenakshi Mall, 2nd Floor, Bannerghatta Road, Bangalore",71bef981-c8c4bba8-99507e-1457176021,Bannerghatta,Karnataka,www.affinityinternatiol.com,NULL
5113,"Affinity International",1,560055,13.007844,77.557663,080-22682189,1,0,NULL,NULL,NULL,NULL,"102, 1st Floor, Orion Mall, Dr Rajkumar Road",1cce4cb6-61100513-bfc95f-1457176022,Malleswaram,Karnataka,www.affinityinternatiol.com,NULL
5118,"Jean-Claude Biguine Salon and Spa",1,560048,12.992990,77.705615,080-67266666,1,0,NULL,NULL,NULL,NULL,"UG 39, Phoenix Market City, Mahadevpura, Whitefield Main Road",50189ed2-40554f2e-fb60fc-1457182540,Whitefield,Karnataka,www.biguineindia.co.in,marketing@biguineindia.com
5119,"Jean-Claude Biguine Salon and Spa",1,560001,12.971225,77.597866,080-41514000,1,0,NULL,NULL,NULL,NULL,"25/3-1, Ground Floor, Lavelle Road",c60a8d44-32b4b46b-ba4e73-1457182540,"Lavelle Road",Karnataka,www.biguineindia.co.in/,marketing@biguineindia.com
5120,"Jean-Claude Biguine Salon and Spa",1,560008,12.962249,77.641709,080-25202520,1,0,NULL,NULL,NULL,NULL,"1214, 100Ft Road, HAL 2nd Stage, Near Domlur Flyover",7d0d7868-6b586724-0c9bb0-1457182541,Indiranagar,Karnataka,www.biguineindia.co.in/,marketing@biguineindia.com
5121,"Jean-Claude Biguine Salon and Spa",1,560095,12.936915,77.640726,080-25702222,1,0,NULL,NULL,NULL,NULL,"115, 7TH block, Opposite Raheja Arcade, Above Starbucks",598d95d2-868510b1-928952-1457182542,Koramangala,Karnataka,www.biguineindia.co.in,marketing@biguineindia.com
5125,"Techsync Solutions Inc",1,560102,12.917534,77.650457,"+91 7411090817",1,86,NULL,NULL,NULL,NULL,"1071, 24th Main Road, Sector 1",NULL,"HSR Layout",NULL,www.techsync.net,info@techsync.net
5127,"YLG Salon",1,560034,12.924812,77.633711,+918042134462,1,87,NULL,NULL,NULL,NULL,"434, 27th Main Road, Sector 1",NULL,"HSR Layout",NULL,www.ylgindia.com,
5137,"B-Enzo Family Salon & Spa",1,560100,12.843064,77.656476,080-49536719,1,0,NULL,NULL,NULL,NULL,"47/10, Bay 4, 1st Floor, SJR Equinox Retail Complex, Near Crown Plaza Phase 1, Electronic City",d075230c-b0c465ba-3584bf-1458022139,"Electronic City",Karnataka,benzo.ecity@gmail.com,www.benzo.in/
5138,"B-Enzo Family Salon & Spa",1,560078,12.914776,77.588259,080-26597779,1,0,NULL,NULL,NULL,NULL,"12th Cross, 23rd main, Near R.V. Dental College, 2nd phase J.P Nagar",4eba5d9c-701576f1-b8736f-1458022139,"JP Nagar",Karnataka,www.benzo.in,benzo.jpn@gmail.com
5139,"B-Enzo Family Salon & Spa",1,560085,12.930605,77.543374,080-41469018,1,0,NULL,NULL,NULL,NULL,"44, 1st Floor Chamundeshwari Complex, 100 Feet Ring Road, 3rd Stage Banashankari, Opposite BMTC bus depot, Next to Kamakya theatre",a651d0a4-32813888-129a8c-1458022139,Banashankari,Karnataka,jyothi.benzo@gmail.com,www.benzo.in/
5140,"B-Enzo Family Salon & Spa",1,560076,12.884510,77.603552,080-42244777,1,0,NULL,NULL,NULL,NULL,"396 1st Floor, 7th Main, 8th cross, Near Health and Glow, BTM 2nd Stage, Above Boots Bazar & Jockey Show Room",d444aefe-53bffa0f-47b8df-1458022140,"BTM Layout",Karnataka,benzo.btm@gmail.com,www.benzo.in/
5141,"B-Enzo Family Salon & Spa",1,560100,12.849848,77.654486,080-66362050,1,0,NULL,NULL,NULL,NULL,"Concorde Manhattans Apartments Club House, Doddathogur, Phase-2, Electronic city, Near Wipro Parking Slot",2f255fe4-9b4948ed-6c9dac-1458022140,"Electronic City",Karnataka,benzo.manhattans@gmail.com,www.benzo.in/
5142,"B-Enzo Family Salon & Spa",1,560061,12.896014,77.549100,-9845967870,1,0,NULL,NULL,NULL,NULL,"4, 1st Floor, BDA 5th Stage, Next to Mahesh PU College, Above State Bank of Mysore, Vasanthapura Main Road,",dab0487c-0e9c1f8f-8fc1ea-1458022140,Vasanthapura,Karnataka,benzovasanthapura@gmail.com,www.benzo.in/
5143,"BB Road Public Toilet",1,560070,12.914930,77.563490,,1,0,NULL,NULL,NULL,NULL,"BB Road Yelanka, Near Post ofiice, Yelanka, Kempegowda Ward",7d5bc5a0-4fc2e8d1-70dafc-1458022140,"Kempegowda Ward",Karnataka,,
5144,"Ayodya Complex Public Toilet",1,560070,12.914930,77.563490,,1,0,NULL,NULL,NULL,NULL,"Suggappa Layout MR., Ayodya Complex, Yelanka, Kempegowda Ward",d10ef7c9-0ebaeeb0-fdf5ae-1458022141,"Kempegowda Ward",Karnataka,,
5145,"Yelanka Hospital Rd Public Toilet",1,560070,12.914930,77.563490,,1,0,NULL,NULL,NULL,NULL,"Hospital Rd Yelanka, Govt. Hospital, Yelanka, Kempegowda Ward",c71e87c7-1a61b184-dcd327-1458022141,"Kempegowda Ward",Karnataka,,
5146,"BBMP Office Road Public Toilet",1,560054,13.034662,77.557205,,1,0,NULL,NULL,NULL,NULL,"BBMP Office Road, BBMP office, Yelanka, Chowdeswari Ward",d5a19275-9992e6aa-9a1c35-1458022141,"Chowdeswari Ward",Karnataka,,
5147,"Masjid Road Public Toilet",1,560097,13.080903,77.556498,,1,0,NULL,NULL,NULL,NULL,"Masjid Rd, Near Chikka bettahalliRd, Yelanka, Atturu",726894d2-57a584a4-578896-1458022141,Atturu,Karnataka,,
5148,"Yelahanka Satellite Town Public Toilet",1,560064,13.097901,77.584430,,1,0,NULL,NULL,NULL,NULL,"Doddaballapura MRnear NES office, Yelanka, Yelahanka Satellite Town",e3e38dd3-61a92423-833502-1458022142,Yelahanka,Karnataka,,
5149,"RTO Complex, Public Toilet",1,560064,13.097901,77.584430,,1,0,NULL,NULL,NULL,NULL,"Yelahanaka new town,opp RTO complex, Yelanka, Yelahanka Satellite Town",7b3f878e-00422b8e-755017-1458022142,Yelahanka,Karnataka,,
5150,"Jakkur Main Raod Public Toilet",1,560064,13.077655,77.599192,,1,0,NULL,NULL,NULL,NULL,"Jakkur main Raod, jakkur 18th Cross, Yelanka, Jakkuru",363311f8-7672fa34-9825e9-1458022142,Jakkuru,Karnataka,,
5151,"Bagalur Main Raod Public Toilet",1,560064,13.077655,77.599192,,1,0,NULL,NULL,NULL,NULL,"Bagalur Main Raod, Vinayakanagara, Yelanka, Jakkuru",3cfea6ad-61f47e05-984b96-1458022142,Jakkuru,Karnataka,,
5152,"Kogilu Layout Public Toilet",1,560064,13.077655,77.599192,,1,0,NULL,NULL,NULL,NULL,"Kogilu Bande Raod, Kogilu Layout, Yelanka, Jakkuru",30c1158a-59520374-b41f81-1458022142,Jakkuru,Karnataka,,
5153,"Byatarayanapura Public Toilet",1,560092,13.059789,77.593337,,1,0,NULL,NULL,NULL,NULL,"Near BBMP office, Yelanka, Byatarayanapura",1ba8a49b-3f26aa13-ef20b3-1458022143,Byatarayanapura,Karnataka,,
5154,"Hebbal Public Toilet",1,560092,13.059789,77.593337,,1,0,NULL,NULL,NULL,NULL,"Hebbal, Near Hebbal Fly over, Yelanka, Byatarayanapura",49291f77-1ca8b54d-1e1d57-1458022143,Byatarayanapura,Karnataka,,
5155,"Ranga Mindra Public Toilet",1,560092,13.069521,77.582284,,1,0,NULL,NULL,NULL,NULL,"Behind Damodhar Rd, Adjoining to Ranga Mindra, Yelanka, Kodigehalli",280e2f42-7db52ece-59a578-1458022143,Kodigehalli,Karnataka,,
5156,"Durga Temple Rd Public Toilet",1,560097,13.085791,77.556098,,1,0,NULL,NULL,NULL,NULL,"Durga Temple Rd, Near BMTC Bus stopNarasapura, Yelanka, Vidyaranyapura",dca354bc-89c6bbba-9bc982-1458022144,Vidyaranyapura,Karnataka,,
5157,"Thindul circle Public Toilet",1,560097,13.085791,77.556098,,1,0,NULL,NULL,NULL,NULL,"Vidyaranyapura Main Rd, Thindul circle, Yelanka, Vidyaranyapura",446e6715-51467e6e-189461-1458022144,Vidyaranyapura,Karnataka,,
5158,"Nanjappa Cirlce Public Toilet",1,560097,13.085791,77.556098,,1,0,NULL,NULL,NULL,NULL,"Nanjappa Cirlce, Near Nanjappa Circle, Yelanka, Vidyaranyapura",8539f4ca-19459d00-883eb9-1458022144,Vidyaranyapura,Karnataka,,
5159,"Doddabommasandra Main Road Public Toilet",1,560097,13.063193,77.563375,,1,0,NULL,NULL,NULL,NULL,"Petrom bunk Opposite, DoddabommasandraMain Road, Yelanka, Dodda Bommasandra",78ef0438-5315e7a2-2f752c-1458022144,"Dodda Bommasandra",Karnataka,,
5160,"M.S.Palaya circle Public Toilets",1,560076,12.914193,77.614665,,1,0,NULL,NULL,NULL,NULL,"Yelanka Double road, M.S.Palaya circle, Yelanka, Kuvempu Nagar",ba654921-4db02626-46b30f-1458022145,"Kuvempu Nagar",Karnataka,,
5161,"Ramchandra Pura Public Toilet",1,560076,12.914193,77.614665,,1,0,NULL,NULL,NULL,NULL,"Opposite to Kerosine Bunk, Ramchandra Pura, Yelanka, Kuvempu Nagar",b45f438c-67ec21a1-009ca4-1458022145,"Kuvempu Nagar",Karnataka,,
5162,"Video Park Rd Public Toilet",1,560073,13.052682,77.495472,,1,0,NULL,NULL,NULL,NULL,"Video Park Rd, Manjunath Nagarvideo park Rd, labour colony mandali compound, Dasarahalli, Bagalakunte",55f64e16-840166a7-347544-1458022145,Bagalakunte,Karnataka,,
5163,"Dollars Colony Public Toilet",1,560017,12.955106,77.659321,,1,0,NULL,NULL,NULL,NULL,"1st Main DollarsColony, East, Radhakrishna Temple Ward",f0e71baa-ed32ecf7-b3e03b-1458022145,"Radhakrishna Temple Ward",Karnataka,,
5164,"Sanjanagara Main Road Public Toilet",1,560017,12.955106,77.659321,,1,0,NULL,NULL,NULL,NULL,"Sanjanagara MainRoad, East, Radhakrishna Temple Ward",a5e2f096-c4967200-af832d-1458022146,"Radhakrishna Temple Ward",Karnataka,,
5165,"Nagesh shetty Bus stop Public Toilet",1,560017,12.955106,77.659321,,1,0,NULL,NULL,NULL,NULL,"Nagesh shetty Busstop, East, Radhakrishna Temple Ward",da902817-a19bdd04-45f133-1458022146,"Radhakrishna Temple Ward",Karnataka,,
5166,"Bull ward Park Public Toilet",1,560017,12.955106,77.659321,,1,0,NULL,NULL,NULL,NULL,"Bull ward Park, East, Radhakrishna Temple Ward",f3dd7f9a-64223363-a6618d-1458022146,"Radhakrishna Temple Ward",Karnataka,,
5167,"Sanjanagara Main Road Public Toilet",1,560094,13.039301,77.573982,,1,0,NULL,NULL,NULL,NULL,"Sanjanagara MainRoad, East, Sanjaya Nagar",649e8743-1f42f05a-4a2ae1-1458022146,Sanjaynagar,Karnataka,,
5168,"Sanjaya Nagar Public Toilet",1,560094,13.039301,77.573982,,1,0,NULL,NULL,NULL,NULL,"1st main, Sanjanagara MainRoad, East, Sanjaya Nagar",27d34b7c-d6b60bc2-219b6c-1458022146,Sanjaynagar,Karnataka,,
5169,"Ganga Nagar Public Toilet",1,560094,13.025036,77.592259,,1,0,NULL,NULL,NULL,NULL,"5th Main Road, East, Ganga Nagar",9ffb713e-7645cc7f-571937-1458022147,"Ganga Nagar",Karnataka,,
5170,"Kaya Skin Bar",1,560003,13.001914,77.571336,8022667211,1,0,NULL,NULL,NULL,NULL,"Inside Mantri Square Mall, Sampide Road",ef94e275-274f119f-bd69bc-1458103054,Malleswaram,Karnataka,http://www.kaya.in,care@kayaindia.net
5171,"Kaya Skin Clinic",1,560003,13.001914,77.571336,"080 23568991",1,0,NULL,NULL,NULL,NULL,"OPPOSITE Vyalikaval Police Station, 2nd Main Road, Palace Guttahalli, NEXT TO In-Excess Obesity Clinic, OPPOSITE Spencer's Daily",a238906d-285043cc-f24335-1458112137,Sadashivanagar,Karnataka,http://www.kaya.in,care@kayaindia.net
5172,"Kaya Skin Clinic ",1,560001,12.976594,77.599271,"080 41246410",1,0,NULL,NULL,NULL,NULL,"INSIDE Isha Villa Apartments, Lavelle Road, Shanthala Nagar, NEXT TO Bella Vista, OPPOSITE Cafe Mocha",3a417b62-b34730d6-34f4f0-1458112138,"Vittal Mallya Road",Karnataka,http://www.kaya.in,care@kayaindia.net
5173,"Kaya Skin Bar",1,560055,13.007844,77.557663,"080 22682172",1,0,NULL,NULL,NULL,NULL,"NSIDE Orion Mall, Dr Rajkumar Road, Brigade Gateway, Rajajinagar, 1.4 km STRAIGHT FROM Navrang Circle",65c0173b-28860334-5c9def-1458112138,Rajajinagar,Karnataka,http://www.kaya.in,care@kayaindia.net
5174,"Kaya Skin Clinic",1,560005,12.997989,77.622651,"080 41574974",1,0,NULL,NULL,NULL,NULL,"OPPOSITE Dr Agrawal Eye Hospital, Saunders Road, Frazer Town, next to Dream world Gift Center, opposite Ponnuswamy Restaurant",6536210c-81e4d917-883046-1458112138,"Frazer Town",Karnataka,http://www.kaya.in,care@kayaindia.net
5175,"Kaya Skin Clinic",1,560030,12.944150,77.607623,"080 65674479",1,0,NULL,NULL,NULL,NULL,"INSIDE Ansal Madhuvan and Brundavan Apartments, Luskar Hosur Road",b7a7e259-c3d4d8e1-ac8d2c-1458112138,Koramangala,Karnataka,www.kaya.in,care@kayaindia.net
5176,"Kaya Skin Clinic",1,560070,12.914930,77.563490,"080 41156001",1,0,NULL,NULL,NULL,NULL,"Inside Rohini Arcade, Kathreguppe Main Road, BSK 3rd Stage, opposite Udupi Upahara, near FoodWorld, at Kathriguppe Signal",04b476b8-559c7495-dda5a6-1458112139,Banashankari,Karnataka,http://www.kaya.in,care@kayaindia.net
5177,"Kaya Skin Clinic",1,560041,12.924934,77.580704,"080 40914913",1,0,NULL,NULL,NULL,NULL,"Above Namdhari's Fresh, 10th A Main Road, 5th block, Jayanagar",b47b3538-8747c3cb-20038a-1458112139,Jayanagar,Karnataka,http://www.kaya.in,care@kayaindia.net
5178,"Kaya Skin Clinic",1,560094,13.039301,77.573982,"080 40905280",1,0,NULL,NULL,NULL,NULL,"Opposite World of Titan, New BEL Road, ITI Layout, RMV 2nd Stage, RMV Extension, next to Croma Electronics, opposite Star Opticals",d11e7ef4-48e8d72a-b870be-1458112140,"ITI Layout",Karnataka,http://www.kaya.in,care@kayaindia.net
5179,"Kaya Skin Bar",1,560095,12.936915,77.640726,"080 22067641",1,0,NULL,NULL,NULL,NULL,"Inside Forum Mall, Kormangala Entrance, Luskar Hosur Road, 7th Block",228f6474-f43589a7-3e4ba7-1458112140,Koramangala,Karnataka,www.kaya.in,care@kayaindia.net
5180,"Kaya Skin Clinic",1,560102,12.917534,77.650457,"080 8431908009",1,0,NULL,NULL,NULL,NULL,"435, 27th Main, 1st floor,  Sector 1, HSR Layout",1eb80d74-d4947b65-59c849-1458112140,"HSR Layout",Karnataka,http://www.kaya.in,care@kayaindia.net
5182,BigBasket,1,560071,12.953296,77.640812,"+91 18601231000",1,0,NULL,NULL,NULL,NULL,"No. 7, Service Road, Off 100 Feet Road Indiranagar, Landmark: Above HDFC Bank",b08ab403-c5d94b29-64ced4-1458112808,Indiranagar,Karnataka,http://www.bigbasket.com,customerservice@bigbasket.com
5225,"Nandita's Organic Beauty",1,560034,12.923335,77.618234,"+91 80-25721170",1,86,areahop-nanditas.jpg,image/jpeg,79526,"2016-07-08 11:40:50","17th cross road and 5th Main Rd, Sector 6",NULL,"HSR Layout",NULL,http://www.nanditas.com/,info@nanditas.com
5226,"Jiyo Natural Private Limited",1,560068,12.898360,77.617947,"+91 96863 12345",1,86,www.areahop.com_jiyo_natural.JPG,image/jpeg,3049124,"2016-03-17 04:55:15","4/5, 11th Main Road, Hosur Road",NULL,Bommanahalli,NULL,www.jiyonatural.com,order@jiyonatural.com
5227,"City Bar",1,560001,12.976594,77.599271,"080 4171 6359",1,0,NULL,NULL,NULL,NULL,"86, Ground Floor, Oak Shot Place, MG Road,Bangalore",6f1613d4-f20f8786-c5f89c-1458539468,"MG Road",Karnataka,NULL,NULL
5228,"Windmills Craftworks",1,560048,12.985359,77.708126,"0888 023 3322",1,0,NULL,NULL,NULL,NULL,"331, 5B Road, EPIP Zone, Next to L&T infotech, Whitefield, Bangalore",7fe12972-a119aa7a-cf3d7f-1458539468,Whitefield,Karnataka,NULL,NULL
5230,Kudla,1,560001,12.976594,77.599271,"080 2847 8811",1,0,NULL,NULL,NULL,NULL,"198, BB Enclave, Above Cafe Coffee Day, Hunasemaranahalli, New Airport Road,_International Airport, Bangalore",0e0d1764-4b7b506f-8c86a5-1458539469,"Bangalore International Airport",Karnataka,NULL,NULL
5232,Koshy's,1,560001,12.976594,77.599271,"080 2221 3793",1,0,NULL,NULL,NULL,NULL,"39, St. Marks Road, Bangalore",c3004ea1-10a4399f-46abc6-1458539470,"St Marks Road",Karnataka,NULL,NULL
5233,Toscano,1,560001,12.976594,77.599271,"080 4173 8800",1,0,NULL,NULL,NULL,NULL,"The Collection - U.B. City, Level II, Concord Block, 24, Vittal Mallya Road, Bangalore",acf2762c-91451f97-b20754-1458539470,"Vittal Mallya Road",Karnataka,www.toscano.co.in,lijo@toscano.co.in
5234,Toscano,1,560001,12.976594,77.599271,"080 4155 8423",1,0,NULL,NULL,NULL,NULL,"7th Cross,1st Block, Ashoka Pillar Road, Near Madhavan Park Circle, Jayanagar, Bangalore",096af472-9c9d2999-136b54-1458539470,Jayanagar,Karnataka,www.toscano.co.in,restaurantservicejn@toscano.co.in
5235,Toscano,1,,12.987812,77.767290,"080 2593 9224",1,0,NULL,NULL,NULL,NULL,"Whitefield Forum Value Mall 2nd Floor, Whitefield Main Road,  Whitefield, Bangalore",e816ea49-d9ea35bf-5f621b-1458539470,Whitefield,Karnataka,www.toscano.co.in,rajan@toscano.co.in
5236,Bangaliana,1,560001,12.976594,77.599271,"0888 005 5085",1,0,NULL,NULL,NULL,NULL,"7th Block, Opp HDFC Bank, Koramangala, Bangalore",0611e6a0-92ad594e-0c8a3a-1458539470,Koramangala,Karnataka,www.bangaliana.co.in,fishnsweets@gmail.com
5237,Bangaliana,1,560001,12.976594,77.599271,"0888 005 5085",1,0,NULL,NULL,NULL,NULL,"8 Arekere Gate, Bannerghatta Road, (opp Rose garden Apt), Bangalore",45b32b0c-6aaf560a-3f4c74-1458539471,Bannerghatta,Karnataka,www.bangaliana.co.in,fishnsweets@gmail.com
5238,Bangaliana,1,560001,12.976594,77.599271,"0888 005 5085",1,0,NULL,NULL,NULL,NULL,"2633, 27th Main, 13th Cross, 1st Sector, Liss Arcade,_HSR, Bangalore",aaba8cc5-016ed1f5-fbaada-1458539471,"HSR Layout",Karnataka,www.bangaliana.co.in,fishnsweets@gmail.com
5240,"The Fatty Bao",1,560008,12.981994,77.625613,"080 4411 4499",1,0,NULL,NULL,NULL,NULL,"610,3rd Floor,12th A Main Road, off 80 feet Road, HAL 2nd Stage, Indira Nagar, Bangalore",212d0847-7b509102-c51f6d-1458539471,Indiranagar,Karnataka,NULL,NULL
5241,"Toit Brewpub",1,560038,12.978346,77.640787,"090197 13388",1,0,NULL,NULL,NULL,NULL,"62, 100 Feet Road, Near KFC Restaurant, Indiranagar, Bangalore",41637850-6f5b4a3e-c3b48a-1458539471,Indiranagar,Karnataka,toit.in/,NULL
5242,"Visvesvaraya Industrial and Technological Museum - Kasturba Road",1,560001,12.976594,77.599271,"080 2286 6200",1,0,NULL,NULL,NULL,NULL,"P. B. No. 5216, Kasturba Road, Beside  State Government Museum, Bangalore",48aafaac-055a82da-8e5ad4-1458539472,"Kasturba Road",Karnataka,www.vismuseum.gov.in/,vitmuseum@gmail.com_
5243,"Green Theory",1,560025,12.968333,77.602916,"080 4166 3836",1,0,NULL,NULL,NULL,NULL,"15,Convent Road,Richmond Town, Bangalore",4f585a21-317e7714-ac4282-1458539472,"Richmond Town",Karnataka,NULL,NULL
5244,"US Pizza",1,,12.930061,77.578331,"080 3294 9966",1,0,NULL,NULL,NULL,NULL,"525/58, South End, B Cross, 28th Main Road, 9th Block,Jayanagar, Bangalore",99b09e28-8f3b8bfb-fb700d-1458539472,Jayanagar,Karnataka,uspizza.in/,NULL
5245,"US Pizza",1,,12.849049,77.657641,"080 4954 0195",1,0,NULL,NULL,NULL,NULL,"SJR Equinox, Opposite Velankani Gate 3, Electronic City, Bangalore",677161a2-4f6c45bd-e59dce-1458539472,"Electronic City",Karnataka,uspizza.in/,NULL
5246,"US Pizza",1,,12.985652,77.672364,"080 3192 9988",1,0,NULL,NULL,NULL,NULL,"78, B K Plaza,Kaggadasapura_Main Road, Vignan Nagar, Bangalore",c57211ad-208ecc81-b2733f-1458539472,Kaggadasapura,Karnataka,www.uspizza.in,NULL
5247,"US Pizza",1,560001,12.976594,77.599271,"080 4902 9512",1,0,NULL,NULL,NULL,NULL,"5th Floor, Bangalore Central, Outer Ring Road,_Bellandur, Bangalore",27b3e5b8-24f9ccc0-0d5882-1458539472,Bellandur,Karnataka,uspizza.in/,NULL
